,title,view,like,unlike,comment,date,token2
166,['자다 일어나서 제 냄새를 맡는데 불안해서 그러나요｜강형욱의 소소한 Q&A'],149274,2900,28,412,2019.11.14,"['소한', '불안', '냄새']"
167,['극한직업 꿀알바 개 인형탈을 쓴 강형욱｜2019 댕댕이페스티벌'],35131,988,9,91,2019.11.13,"['인형', '댕댕이', '직업', '알바', '페스티벌']"
168,['강아지 앞에서 엉덩이를 흔들면 제 기분이 좋다는 걸 알아줄까요｜강형욱의 소소한 Q&A'],141104,3200,20,408,2019.11.12,"['엉덩이', '기분', '소한', '강아지']"
169,['내 강아지의 반복된 좌절감이 공격성을 키운다｜내 개가 물었어요 세미나'],88839,1500,27,132,2019.11.11,"['좌절감', '공격성', '세미', '반복', '강아지']"
170,['강아지 ‘발에 손’ 해보개｜강형욱의 멍스쿨'],59963,1000,16,110,2019.11.8,"['스쿨', '보개', '강아지']"
171,['강아지도 친구에게 거절당하면 상처 받나요｜강형욱의 소소한 Q&A'],78317,1900,22,320,2019.11.7,"['상처', '소한', '친구', '거절', '강아지']"
172,['꿈과 희망의 나라 댕버랜드 2019 댕댕이페스티벌'],25550,793,7,81,2019.11.6,"['댕댕이', '랜드', '나라', '페스티벌', '희망']"
173,['강아지가 긁는 곳을 대신 긁어주면 시원해 하나요｜강형욱의 소소한 Q&A'],733076,1000,142,913,2019.11.5,"['소한', '원해', '강아지']"
174,['레오가 자라섬에 마실 갔어요(수색하러 간 거 아님)'],290626,7300,73,412,2019.11.4,"['수색', '오가', '마실', '자라']"
175,['강아지 ‘종치기’ 해보개｜강형욱의 멍스쿨'],61374,1100,16,173,2019.11.1,"['스쿨', '보개', '강아지']"
176,['강아지도 친구를 보고 배우나요｜강형욱의 소소한 Q&A'],71091,1800,9,299,2019.10.31,"['친구', '소한', '강아지']"
177,['전지적 다올이 시점' 다올이의 아침 산책 풍경],55469,2100,11,192,2019.10.30,"['풍경', '시점', '이의', '전지', '아침', '산책']"
178,['강아지는 냄새로 보호자의 가족을 알아볼 수 있나요｜강형욱의 소소한 Q&A'],129282,2400,25,301,2019.10.29,"['소한', '냄새', '가족', '보호자', '강아지']"
179,['과한 애정이 내 강아지의 공격성을 만든다｜내 개가 물었어요 세미나'],336204,4900,96,281,2019.10.28,"['세미', '공격성', '애정', '강아지']"
180,['학대의 트라우마일까 유기견 웰시 코기 이낙이 2부｜내 강아지의 공격성 The aggression of my dog'],2561255,31000,759,1975,2019.10.25,"['트라', '우마', '유기', '공격성', '학대', '강아지']"
181,['학대의 트라우마일까 유기견 웰시 코기 이낙이 1부｜내 강아지의 공격성 The aggression of my dog'],4364594,37000,1200,2201,2019.10.24,"['트라', '우마', '유기', '공격성', '학대', '강아지']"
182,['[Eng sub/日本語字幕] 골든 리트리버 2부｜강형욱의 견종백과 X 리틀라이언 레아레토'],552459,6100,100,699,2019.10.23,"['골든', '리틀', '백과', '라이', '트리']"
183,['[Eng sub] 강아지는 뛸 때 귀가 팔락거리니까 시끄럽나요｜강형욱의 소소한 Q&A'],87613,2100,10,428,2019.10.22,"['소한', '귀가', '강아지']"
184,[꿈과 희망의 나라 댕버랜드 '댕댕이페스티벌'｜수밤라이브],21570,505,3,80,2019.10.21,"['댕댕이', '라이브', '랜드', '나라', '페스티벌', '희망']"
185,['[Eng sub/日本語字幕] 강아지 ‘볼팅’ 해보개｜강형욱의 멍스쿨'],22468,502,4,68,2019.10.18,"['스쿨', '보개', '강아지']"
186,['[Eng sub] 강아지도 날씨의 영향을 받나요 장마철 산책 배변｜강형욱의 소소한 Q&A'],90233,2000,15,321,2019.10.17,"['소한', '영향', '장마철', '날씨', '배변', '산책', '강아지']"
187,['[Eng sub/日本語字幕] 골든 리트리버 1부｜강형욱의 견종백과 X 리틀라이언 레아레토'],1722386,16000,306,1564,2019.10.16,"['골든', '리틀', '백과', '라이', '트리']"
