,title,view,like,unlike,comment,date,token2
29,LED 속눈썹을 붙이고 홍대 클럽에 가보았다 (Feat 클럽 간접체험)｜다또아,203140,1900,146,210,2018.1.13,"['속눈썹', '클럽', '체험', '간접']"
30,2017 최애템 데일리메이크업 같이준비해요 - Get Ready With Me  ｜다또아,3333666,64000,3200,3879,2018.1.10,"['준비', '데일리', '메이크업']"
31,-10kg 뺌 붙임머리 염색 네일한 날 vlog  ｜다또아,499198,5600,373,568,2018.1.6,['염색']
32,[ASMR] 같이 잘 준비해요 ASMR 버전 ,148730,2500,306,388,2017.12.27,"['준비', '버전']"
33,[실패 없는 뷰러 구매하기] 내 눈의 곡률을 알아보자｜다또아,89439,1900,61,183,2017.12.23,"['구매', '곡률', '실패']"
34,홀리데이 백설공주 메이크업 ,251419,5700,224,642,2017.12.20,"['백설', '메이크업', '데이', '공주']"
35,[서현역브러쉬 겟레디윗미+방문기+리뷰 3종세트]｜다또아,119421,2200,128,434,2017.12.16,"['세트', '리뷰', '브러쉬', '방문기', '현역']"
36,[클럽용 속눈썹 빛나는 LED 속눈썹 리뷰] 다또아,122958,2800,123,580,2017.12.13,"['리뷰', '클럽', '속눈썹']"
37,유튜브 골드버튼 개봉기 + 유튜브 CEO의 편지까지｜다또아,61780,1800,77,359,2017.12.9,"['버튼', '골드', '개봉', '튜브', '편지']"
38,[다또아 자취집 +화장대 풀 공개]  다또아의 하우스 투어 ,431755,7800,335,936,2017.12.1,"['공개', '자취', '장대', '투어', '아의', '하우스']"
39,다또아의 렌즈추천 2 존예로운 써클렌즈들 추천｜다또아,164096,3300,123,377,2017.11.29,"['써클', '아의', '렌즈', '추천']"
40,가족끼리 남사친들과 생일파티 + 100만 기념 회식  (Feat핫플레이스 음주),296152,4700,645,1511,2017.8.25,"['회식', '플레이스', '기념', '사친', '가족', '음주', '생일', '파티']"
41,구독자 100만 기념 맥북 무료 나눔 이벤트 ,278361,11000,185,15549,2017.8.18,"['구독자', '기념', '이벤트', '무료']"
42,단발 생일파티 메이크업 같이 준비해요 - Get Ready With Me｜다또아,789749,13000,663,1504,2017.8.12,"['메이크업', '생일', '단발', '준비', '파티']"
43,애쉬그레이로 염색한 날 vlog  Feat쇼핑다이어트군대가는 친구,303228,4700,196,570,2017.6.24,"['염색', '대가', '그레이', '쇼핑', '친구', '다이어트']"
44,최애템으로 인생 데일리 메이크업 같이 준비해요 -Get Ready With Me | 다또아,6582587,11000,300,5322,2017.6.15,"['인생', '준비', '데일리', '메이크업']"
45,버건디 매트 립 메이크업  Burgundy Lip Makeup｜다또아,270150,5600,465,854,2017.6.11,"['버건디', '매트', '메이크업']"
46,남자들이 다또아 '걸크러쉬 메이크업'을 해보았다,590962,11000,277,1843,2017.5.30,"['남자', '메이크업']"
47,키라키라 메이크업 KIRA KIRA MAKEUP｜다또아,718888,18000,629,2235,2017.5.20,['메이크업']
48,다또아입니다 보고 싶었습니다,651081,19000,443,3448,2017.5.18,[]
49,일본 출장 메이크업 같이 준비해요 - Get Ready With Me｜다또아,1541297,13000,775,2460,2016.10.18,"['출장', '준비', '일본', '메이크업']"
50,일자 눈썹 그리는 법｜꿀툐리얼,466245,4400,197,401,2016.10.4,"['눈썹', '일자', '리얼']"
